"gene","SB 12 5422","SB 14 5182","SB 16 638","SB 17 2867","SB 17 5114","SB 17 5284","SB 18 4726","SB 18 4918","SB 18 5511","SB 18 5577","SB 18 6283","SB 18 6898","SB 19 2016","SB 19 473","SB 19 4896","SB 19 5090","SB 19 5476","SB 19 5736","SB 19 5920","SB 19 7845","SB 19 7860","SB 19 7884","SB 19 7967","SB 20 1637","SB 20 1639","SB 20 3779","SB 20 6585","SB 21 10183","SB 21 11056","SB 21 11361","SB 21 2796","SB 21 3933","SB 21 4614","SB 21 6978","SB 21 7662","SB 21 8797","SB 21 9542","SB 22 1215","SB 22 1394","SB 22 2594","SB 22 2794","SB 22 2963","SB 22 696"
"NECTIN2",1604.14548804604,2467.04628917185,1460.86420511111,1439.73831823123,4150.56198842271,2299.76203999978,3445.67774962983,2806.89006812766,1057.94556762552,7407.80461795217,1976.04725786631,4631.17246209807,4263.6094630582,2785.98394591344,2806.55076702784,3370.23686618778,4482.44407227718,4361.38465874746,2959.2836944252,2338.28945698608,3367.16662254633,2366.43534636645,2493.11920165548,2646.53216252953,2966.13105336778,1522.78077782077,2343.93396577362,3031.47342423878,3130.06748516714,2697.84130487341,3242.68790102605,3108.44142316828,3549.20109775721,3565.76858568118,2911.4590146518,3262.64870530117,4288.36074196573,2744.36218376416,3181.24387128453,4374.87000239522,4406.49063657774,3070.13616052968,2864.88400432029
"DPP4",48.6104693347286,48.5115350233602,103.17500003995,118.187473884653,113.369946363525,78.1402937531099,104.880246380756,132.931041477813,124.464184426532,10.4346581464274,124.257993507751,682.011170046593,61.1293237232914,53.8852861966797,120.383774746994,132.595494825652,55.4036152571341,28.8151888732725,40.2344342471795,93.9072071078746,86.099522561977,130.71854999379,185.97750696907,75.0864269888499,72.9137427081558,51.1000261013682,127.573489282992,130.60769854997,52.8572335968019,73.2139373500423,31.4006150075739,38.073648227783,93.1515805050661,132.478435590877,116.813881093748,70.2204185278052,118.853443784818,257.892191027483,90.9953083242847,35.3286945011727,75.3246262662861,227.641726751954,104.027488341313
"CCL2",544.43725654896,3685.31177354881,2309.71306907615,2093.35086319938,5060.237007148,4433.92400791729,5428.45689025911,6656.77753861969,2664.31144788045,3753.2662686688,1701.64418887003,1458.15186168054,3947.0239128281,2231.65339535823,4736.0197466133,2569.1897713007,3075.77544069605,4537.36313365209,4085.84785334623,1596.42252083387,6618.68976871041,1879.76957103746,6370.86362287947,2327.1504589995,3059.46064403422,2003.12102317363,3673.9944114561,1721.9593940404,4962.4515831896,2898.41057862226,2665.22293235018,3388.55469227269,2827.90575141393,3794.6545956872,5045.8517768104,2276.31190060968,3406.27545376813,3183.91428293678,1845.64826028796,3051.02531122627,1993.59177518104,5060.18497923626,3154.67486469966
"NF1",68.05465706862,53.2061997030402,28.1386363745318,103.861719474392,82.8211584212579,76.7065268952547,93.126425665671,102.254647290625,186.696276639798,160.533202252729,96.6451060615838,111.243980057788,110.032782701924,124.968004158257,144.238624120822,103.400156515417,106.141662913667,87.4746805081487,63.2255395312821,159.642252083387,97.9171040900914,125.808933092615,108.297877533818,152.287964597104,131.24473687468,132.860067863557,102.547111002596,34.3704469868342,146.314950970857,204.260732774908,134.02701527623,80.9065024840388,143.50378618348,139.036773986465,104.116720105298,253.57373357263,123.993052164702,118.403332987461,224.495004089518,193.326467131417,237.691042884725,111.399142878616,125.493477999044
"S100A9",19.4441877338914,481.203129667202,98.4852273108614,358.143860256524,3193.36663289834,11142.5191358219,1020.77412210236,618.640616108282,27.2265403433039,218.325155063711,24.1612765153959,50.4876524877653,336.533013760857,258.534724198963,581.392607994699,1957.30413921536,1323.27161072039,216.113916549544,15638.0571477048,54.7792041462602,511.532457574098,66.8935302785122,796.074450562724,540.93954091263,870.103996317326,91.9800469824628,437.04602070154,16405.014346816,140.186576061083,759.825316195817,309.410938123411,108.101965503884,601.708857857048,766.669758444233,1630.3154709171,52.6653138958539,465.777009426989,642.838186858862,105.362988586014,32.384636626075,169.898879245068,453.467163130887,703.423968784118
"NFKBIA",2877.73978461593,1301.98700449792,2018.94715987266,4036.28130509102,3902.77737511321,5076.96844366536,4853.42381527497,2556.36618226563,5095.25254996116,3640.09036108063,10249.558658924,3445.14049009734,3640.09036108062,3052.54413826936,3526.6343597541,2760.17594274683,2154.3258395774,5028.25045838605,3305.79249549275,6820.79347626862,3973.23973234535,2506.35942804995,3464.96507648776,3927.76042023364,3830.40195026845,2309.72117978184,4199.54835534441,2079.41204270347,3083.33862648011,6541.26539416512,4644.22754648606,3011.89752944783,3512.69574864036,2723.02210184812,5367.0899498182,6819.83305498285,1930.56539769393,3771.06505747734,3114.1946967298,15125.5880096271,2466.46304007495,2918.17319932026,2976.34202754313
"BNIP3L",709.712852287038,219.084351718401,234.488636454432,356.353140955241,233.528512269776,363.4598984663,364.368442167625,495.935039359532,353.945024462951,366.015701136222,272.677263530897,124.07982391061,289.559954478749,344.521883023452,393.88239663763,270.056879369676,245.525494981615,341.665810925946,394.133233441759,566.573482884177,417.835918315476,257.754887311699,340.202756650737,400.284684722249,289.710604360406,173.740088744652,283.225354197646,281.837665292041,213.727074978373,325.463637463633,285.669009703051,193.087787440899,316.589493203028,284.631886368518,303.462147623977,417.421376804175,186.310803770796,242.753865348721,354.40277978932,226.692456382525,160.692536034744,168.309574566604,122.191018051701
"CST2",29.1662816008372,30.5153204179201,9.37954545817727,32.2329474230871,6.10975758845345,14.3376685785523,26.2200615951889,20.450929458125,7.77901152665826,5.61866207884551,24.1612765153959,5.13433754112868,3.86079939304998,4.58598180397274,21.0810296791971,41.3600626061666,20.4118582526283,1.02911388833116,9.0322199330403,10.955840829252,59.9320206068663,81.008678869391,26.0822113432232,34.8993252201697,14.5827485416312,40.8800208810946,8.54559258354967,13.7481787947337,9.1925623646612,21.5335109853065,23.7419284203608,58.4702454926667,27.6937131231277,51.8108733251449,44.4400634595782,42.2622889287716,105.361971787622,5.40654488527217,10.7757601962969,37.2913997512378,82.0201486010671,35.7203773360779,86.689573617761
"APOL6",262.496534407534,886.509180346243,522.909659293383,897.150369942592,779.333523504951,1100.41606340389,807.397069120818,981.64461399,1197.96777510537,508.087585129887,495.306168565617,1689.19705103134,754.786281341272,772.16468624391,647.964280665847,675.750434638987,822.88948555596,1685.68854908644,766.917583405422,757.518137336855,733.534167709392,1001.56184783974,742.776018687442,666.788622767181,1284.25405489965,439.460224471767,1009.60072379937,797.394370094554,753.024067038496,650.312031756258,729.872831761413,811.104684566877,945.362661612224,513.517896374538,851.979502325057,696.352483734068,1112.0827631974,522.812890405819,693.240572628433,1825.31588256059,730.648874782975,658.10254515791,954.410924782207
"ORF75",9.72209386694572,190.916363640321,121.934090956305,5.37215790384786,241.674855721048,149.111753216944,123.867187535893,35.7891265517188,7.77901152665826,5029.505226578,10.3548327923125,26.5274106291648,200.761568438599,742.929052243584,67.1264366100749,284.654548524794,597.192652876898,338.578469260952,7.38999812703297,32.8675224877561,48.9585520450457,278.007057029046,256.853081271306,356.924917024463,172.076432791248,51.1000261013682,11.5975899348174,24.059312890784,68.1781708712372,41.8365356285956,143.983307839607,253.597692660055,135.321552760738,131.166767911759,48.2492117561135,9.10264684619696,188.238156913252,51.9028308986129,97.5804951109106,230.617866882655,574.14104020747,101.106830764831,449.960167825521
"BRD4",1322.20476590462,1338.76187782209,1280.3079550412,1864.13879263521,801.735967995947,658.815871184477,937.593237041756,1109.46292310328,1295.2054191886,1842.11849585006,3196.19172189381,1479.54493476858,1002.52090906198,1163.69288275808,1545.5723338485,1118.54639901089,916.78403351805,500.149349728944,1073.19195022579,1115.93064446524,835.671836630953,865.319978832131,1199.78172178827,1295.50525438509,1298.83680344128,1022.00052202736,1149.38220248743,543.053062391981,1452.42485361647,2022.30430310579,1523.3127621967,1135.41058107853,1244.95828539879,1237.55845524745,774.526820295506,2294.51719430208,1135.85345195437,1472.20217225961,2856.77375870715,370.951292262313,1519.04662970344,1178.77245209057,1067.52017797871
"SLC16A1",233.330252806697,34.4275409843201,107.864772769039,112.815315980805,416.82123992338,223.667629825415,301.982778372176,81.8037178325,198.364793929786,196.653172759593,262.322430738585,679.444001276028,142.849577542849,181.71952898242,375.020422714138,244.51095834822,225.696832679062,165.687336021317,160.937736988718,586.920044424216,441.471081371705,288.439992944044,381.594092043243,277.079491141953,148.744035124638,214.620109625747,358.304489038833,316.208112278875,471.884868052608,385.142225051483,368.382824844953,199.886653195861,283.231156941079,497.122050385568,368.217668665077,356.303605122567,487.620345041496,466.584823598989,702.819026136252,377.820760637541,418.470145923812,437.120549773699,416.935568352088
"THBD",58.3325632016743,40.6870938905602,79.7261363945068,35.8143860256524,43.4471650734468,27.9584537281769,163.649349956179,56.2400560098438,89.45863255657,201.469168827175,93.1934951308129,24.8159647821219,79.1463875575246,86.5604065499855,69.9002563047061,41.9682988209632,85.1466087109639,28.8151888732725,71.4366485613187,109.55840829252,65.8408113709236,47.2550626738114,56.7004594417895,79.8454258825094,61.2475438748509,30.6600156608209,56.76715073358,48.1186257815679,136.356341742474,27.6859426953941,104.92400624482,62.5495649456435,85.5987496533039,110.835918885437,74.9132498318604,118.334409000561,73.8818704608328,65.9598476003205,120.927975536221,16.6829946255538,61.9335815967241,48.4344099472243,37.9782893944477
"TIGIT",29.1662816008372,26.6030998515201,16.4142045518102,17.9071930128262,6.10975758845345,10.7532514339142,12.6579607700912,20.450929458125,31.116046106633,4.81599606758187,8.62902732692712,20.5373501645147,10.2954650481333,12.611449960925,9.43098696174606,7.29883457755881,8.74793925112643,9.26202499498045,18.0644398660806,14.0860810661812,11.8175815281145,14.1151485908787,7.93806432185053,8.46044247761689,5.83309941665247,30.6600156608209,10.9871904645639,17.1852234934171,3.06418745488707,7.99816122311386,4.59521195232789,18.3569375383954,11.3292462776432,9.18167375382315,15.2365931861411,5.85170154398376,7.70941256982603,16.2196346558165,10.1771068520582,12.7575841254235,6.69552233478099,9.08145186510455,19.8147596840596
"VSIR",408.32794241172,424.084709397762,199.315340986267,408.284000692437,391.703347615293,413.641738491233,475.577668933427,301.651209507344,478.409208889483,646.146139067234,609.209329281055,762.449124857609,523.781784323781,621.973782163803,446.030206896696,610.060923440958,525.459551017661,290.210116509388,925.391987685129,718.390134375241,508.156005708923,613.702112646901,706.487724644697,372.788246669994,385.956744735172,429.240219251493,637.867446414958,367.763782759126,722.382192489626,456.510432888499,519.258950613052,809.065024840388,490.304602793557,556.802929785419,704.692434859026,868.002395690925,871.806071437827,468.20678706457,838.71333527844,121.687725504039,403.405220670554,542.465391408912,374.829204023462
"TRIM21",301.384909875317,374.790730261121,457.252841086142,562.285860602742,577.032661131715,511.854768254316,357.135321727573,434.582250985156,342.276507172963,622.868824740588,465.967475654065,827.484067045239,424.04446666999,416.751096436023,354.494156973867,405.693555269311,540.039449769538,527.935424713886,399.059898859781,458.580194710121,473.547374090873,477.460243639289,404.274275819959,376.489690253952,567.755009887507,347.480177489304,427.890028647737,481.186257815679,428.220196820467,428.209247022096,505.473314756068,626.175536031931,511.704290206883,408.58448204513,572.641960579136,559.162591980671,1184.67973156327,426.035736959447,326.2660726101,496.564428266483,504.674995984117,491.609260964326,516.834981759223
"NBN",48.6104693347286,97.0230700467204,65.6568182072409,91.3266843654136,46.8414748448098,46.5974228802949,97.6471259407036,138.043773842344,155.580230533165,76.2532710700462,77.6612459423441,234.468081044876,86.8679863436246,71.0827179615775,72.6740759993373,89.4107235750955,89.8121763115647,43.2227833099088,111.671082808498,93.9072071078746,83.5671836630953,58.9154028141025,71.4425788966548,71.3849834048925,85.5521247775695,91.9800469824628,76.910333251947,51.5556704802514,82.7330612819508,102.130366387454,83.4796838006234,76.147296455566,76.7871136595815,80.0117284261732,86.3406947214662,126.786866786315,75.8092236032893,77.8542463479193,95.1858817339558,29.4405787509772,75.3246262662861,72.0461847964961,84.2127286572535
"WNT4",554.159350415906,43.0344262304002,257.937500099875,89.535965064131,54.9878182960811,108.966281196997,11.7538207150847,71.5782531034375,112.795667136545,74.6479390475189,141.516048161605,45.3533149466367,27.6690623168582,77.9616906675366,233.555618287947,97.9260305822474,39.6573246051065,88.5037943964799,27.9177707021246,201.90049528193,36.2968575506373,66.2798281658653,58.9684778194611,125.849081854551,69.9971929998296,143.080073083831,94.6119178892999,213.096771318372,287.267573895662,489.118320951963,167.725236259968,81.586389059535,57.9050365301762,77.388393067938,60.9463727445644,279.581295990335,72.5969683658618,136.244931108859,243.053257760918,252.207624633372,46.0317160516193,54.4887111906273,32.1989844865969
"CXCL8",136.10931413724,17.9962146054401,0,17.9071930128262,143.918734305792,113.984465199491,758.573506150466,163.607435665,54.4530806866078,161.335868263993,39.6935257038648,30.8060252467721,47.6165258476165,20.6369181178773,9.43098696174606,19.4635588734902,53.6540274069088,28.8151888732725,11037.3727581752,4.69536035539373,64.9966984046297,10.4329359149973,11.3400918883579,12.6906637164253,8.7496491249787,30.6600156608209,53.7151533823122,1556.98124850359,2.2981405911653,2.46097268403503,9.19042390465578,9.51841205694575,13.8468565615639,19.6750151867639,3.80914829653528,5.20151248354112,14.133923044681,28.6546878919425,4.19057340967101,13.738936750456,5.02164175108574,21.7954844762509,4.95368992101491
"FGF9",165.275595738077,26.6030998515201,91.4505682172284,23.2793509166741,3.39430977136303,2.15065028678284,8.13726049505863,20.450929458125,11.6685172899874,9.63199213516373,18.9838601192397,5.99006046465013,3.86079939304998,9.74521133344207,13.869098473156,11.5564880811348,18.079074452328,3.08734166499348,9.85333083604396,3.13024023692915,12.6616944944084,4.90961690117521,7.93806432185053,3.17266592910633,8.7496491249787,61.3200313216419,6.71439417278903,85.9261174670856,13.02279668327,9.22864756513138,9.9562925633771,7.47875233045737,3.77641542588106,7.21417223514676,12.6971609884509,3.2509453022132,14.133923044681,7.56916283938104,14.3676802617292,0,3.34776116739049,4.84344099472243,4.12807493417909
"C5AR1",97.2209386694572,85.2864083475203,56.2772727490636,68.0473334487395,141.203286488702,33.6935211595978,188.061131441355,107.367379655156,23.3370345799748,79.4639351151008,37.9677202384793,29.0945793997292,113.250115529466,63.6304975301218,53.257338136919,161.790833135887,139.383832067948,74.0961999598436,289.852148760293,39.1280029616144,103.825894854149,108.625273938502,124.741010771937,63.4533185821267,56.3866276943072,81.7600417621892,115.975899348174,113.422475056553,93.4577173740555,38.145076602543,73.5233912372463,78.1869561820543,168.679889022687,121.985094157936,33.0126185699724,32.509453022132,194.662667388107,165.980927977856,47.2936141948585,28.4592261259447,168.224998661372,304.531352543173,106.504333301821
"TNFRSF1B",787.489603222603,1265.21213117376,823.055113955056,900.731808545157,1845.14679171294,2428.80105720676,1583.14923631641,623.753348472813,754.564118085851,1556.36939584021,1190.80577111594,1613.03771083793,1515.36376177212,1389.55248660374,1252.65697409545,1196.40063450485,1381.00800977783,1846.2303156661,2358.23051342652,906.20454859099,1196.95218620474,1761.93876540925,1276.8943466291,1143.74606744283,1273.56003930246,930.020475044902,1484.49151165663,123.733609152603,1067.10328116442,1514.11344385255,936.657369616168,1187.76184739173,1423.70861555716,1274.9409841023,1157.98108214672,852.397858240301,1445.51485684238,1970.14495619318,1353.55521132374,1615.30642080362,1806.95409009902,2148.0660811594,1578.57585483009
"HLA-DRB5",524.993068815069,918.589388990723,825.4000003196,12.5350351089783,0.678861954272606,697.527576346568,4.52070027503257,5.11273236453125,929.591877435662,2.40799803379093,345.161093077085,1194.58920123594,1.93039969652499,585.859175457518,4.43811151140991,1.8247086443897,373.828603998136,547.488588592178,4.10555451501832,840.469503615478,5.06467779776335,5.52331901382211,5.67004594417895,3.70144358395739,3.88873294443498,940.240480265175,871.040044051813,10.3111340960503,720.850098762182,4.30670219706131,703.067428706167,3.39943287748062,725.701164340143,2.62333535823519,5.07886439538037,5.20151248354112,7.70941256982603,2.16261795410887,1.79596003271615,127.575841254235,5.85858204293336,4.23801087038212,2.47684496050746
"GLUL",1477.75826777575,1266.77701940032,483.04659109613,2628.77593428288,2320.35015970377,1254.54600062332,3081.3093074622,2326.29322586172,1579.13933991163,1419.11350791412,964.725255150452,424.438570066637,1741.22052626554,1873.37356692286,1466.79585452098,1459.76691551176,1608.45443030711,1829.76449345281,1912.36729309553,1504.08043384446,1830.88102389145,1307.1854999379,1773.02336674476,1488.50909840572,1963.81013693966,960.680490705723,1693.8585299536,1041.42454370108,1636.27610090969,3790.51317658496,1474.29716803853,1010.31145118724,2214.23824470826,2117.0316340958,1202.4211456063,2424.55500639061,1777.66204839238,1962.03513886527,2307.80864204025,1841.99887718614,2443.02871190321,2768.63195860821,2466.11196567859
"LY9",19.4441877338914,78.2444113280003,105.519886404494,171.909052923131,42.7683031191742,122.587066346622,11.7538207150847,46.0145912807813,116.685172899874,38.5279685406549,53.4999694269482,113.811148828352,85.5810532126079,56.1782770986661,54.9216299536977,103.400156515417,57.1532031073594,68.9506305181878,61.5833177252748,137.730570424883,32.9204056854618,163.244761964076,91.2877397012811,82.4893141567647,57.3588109304159,40.8800208810946,106.209507824117,195.911547824955,55.1553741879672,164.885169830347,83.4796838006234,140.736521127698,65.4578673819383,38.694196533969,105.386436204143,44.8630451705422,35.9772586591881,193.013652404217,177.800043238898,102.060673003388,46.0317160516193,148.935810587715,110.632408236
"TAP1",690.268664553146,642.386617002882,222.76420463171,503.192123660416,817.349792944217,671.002889476246,779.368727415616,465.258645172344,458.961680072837,1026.6098284062,383.128813315564,1309.25607298781,761.220946996355,679.871802438959,524.806686224222,793.748260309521,1017.67693288104,913.853132838071,439.29433310696,1094.01896280674,795.154414248846,715.576663346287,506.902107409598,509.212881621567,1173.42516598325,623.420318436692,885.079231867644,921.127979247158,727.744520535678,753.05764131472,1079.10894013833,836.260487860233,730.106982337004,630.256319816004,1423.35174680535,768.523469443201,1088.95452548793,604.451718173429,746.520720265678,500.489838766613,749.898501495471,716.829267218919,1058.43841312352
"IFIH1",116.665126403349,169.790372581761,121.934090956305,256.072860083415,437.865960505831,322.597543017426,236.884694411707,306.763941871875,171.138253586482,174.981190455474,193.290212123168,251.582539515305,267.682091251465,130.127233687727,256.300939783923,134.420203470041,262.438177533793,189.356955452934,168.327735115751,206.595855637324,186.54896555095,177.359910554954,87.3187075403558,131.665636057913,332.486666749191,153.300078304105,184.340640016571,457.126944924895,107.246560921047,301.469153794292,265.756424576296,182.209602232961,476.457746231993,118.705924960142,113.004732797213,193.106150951464,565.999372834728,231.400121089649,107.15894861873,447.496797014854,211.745893837449,231.274307497996,338.502144602686
"DEPTOR",855.544260291223,1291.032786912,569.807386584269,1045.78007194905,269.508195846224,557.735307705683,906.852475171534,726.007995763438,832.354233352434,1465.66813656741,1028.58005736971,1787.6051872363,1048.20703521307,1595.92166778251,758.917068451095,1132.53583195121,794.31288400228,648.341749648632,356.36213190359,1169.14472849304,623.799482091186,1087.48014361031,825.558689472455,1479.51987827325,1028.56986380305,439.460224471767,444.981213814836,848.950040574806,1566.56583631101,762.90153205086,745.19020493584,677.846915769636,1124.11299177059,740.436404861882,658.982655300603,1897.25167837162,663.009481005038,343.315600214783,575.904517157644,853.77678377834,534.804846490631,408.665333929705,375.654819010298
"CSF1R",2411.07927900254,5129.7036066637,3742.43863781273,5553.0205532774,6249.60315103361,8037.69700513641,4860.65693571502,6891.96322738813,3469.43914088958,2867.925658245,4128.12667320194,3104.56276653581,8964.13272409655,6369.92872571814,4831.99390804754,6495.35453781255,4207.17558384174,9503.86675873828,11619.5403884048,4214.8684790251,5872.49390650661,4349.30687232859,4602.37629289005,3964.77485607322,4561.48374382223,2759.40140947388,5417.29529850024,3883.86050951227,1783.35709874427,2104.13164484995,2511.28333194719,4842.1521906834,7278.41133081476,4137.65569377645,5541.04105535998,2480.47126558867,6448.28116361199,4656.65710968492,2391.02145688943,6567.21176671799,4333.67683118699,5451.89826968443,3726.82605057689
"MARCO",19.4441877338914,159.618599109121,89.1056818526841,248.909982878284,274.260229526133,154.846820648365,268.529596336935,363.003997881719,194.475288166456,79.4639351151008,74.2096350115733,14.5472896998646,12.2258647446583,139.299197295672,417.737246011458,80.8954165679435,47.2388719560827,143.046830478031,67.3310940463004,48.5187236724019,41.3615353484007,12.8877443655849,199.018612640681,134.309524332168,409.289142401781,61.3200313216419,262.471772209026,96.2372515631359,21.4493121842095,9.22864756513138,48.2497254994429,42.8328542562559,21.399687413326,211.178496337933,59.6766566457193,18.8554827528366,247.343653281918,32.9799238001603,26.9394004907422,54.9557470018242,25.1082087554287,163.466133571882,33.0245994734328
"NFIL3",486.104693347286,906.852727291523,959.058523098626,1063.68726496188,1313.59788151749,797.174372967506,1199.79385299365,818.037178325,544.530806866078,676.647447495252,1244.30574054289,1060.24070224307,1394.39204745655,1264.58448244548,1006.3417852122,684.265741646139,944.19424317158,1863.72525176773,1363.86520988909,665.176050347445,1202.8609769688,737.056237288929,1772.45636215034,1106.20285394841,1591.46395751001,316.820161828483,1016.92551744241,615.231001064333,994.328829110853,920.403783829103,947.379530838267,844.419126766187,1149.2890946098,867.668169736288,661.522087498293,603.37544809077,785.075180027284,852.612128407422,944.076323864454,1268.88894416712,949.090290955205,759.814806047081,501.148297009342
"IKBKG",1720.81061444939,1839.52611032129,1782.11363705368,2390.6102672123,1956.48015221365,1836.65534491255,1867.95335364346,1165.70297911313,1964.20041048121,2078.10230316158,3594.85278439784,2047.74495598682,1543.67629065448,1720.88967194077,1571.09147503911,1397.72682160251,1594.45772750531,2885.63534288058,1332.66299557495,1587.03180012308,1184.29049171033,1708.54668160897,1863.1770972572,1980.80109507205,1651.73931814876,1073.10054812873,1563.23304331934,450.252855527528,1336.75177719448,1760.82595542707,1685.67691784561,1685.43882065489,1383.42685101443,1305.76517456156,928.162468255762,2139.77219791673,1505.90525530602,1091.04075784792,1311.05082388279,3396.46143523774,1151.62984158233,983.218521928653,1049.35664826833
